Time;Dist;GYRO_STEER;GYRO_Z;V_Sat;Longitude;Latitude;;;
s;m;V;deg/s;km/h;°;°;;;
0;0;2,4998853;0,52;0,08;9,392271;45,8520917;;;GYRO_STEER--> OFF SET = 2.5 V --> Sensitivity = 40°/s/V
0,04;0;2,5014112;0,46;0,08;9,392271;45,8520916;;;
0,08;0;2,4965284;0,5;0,14;9,392271;45,8520914;;;
0,12;0;2,4977491;0,7;0,2;9,3922711;45,8520913;;;
0,16;0;2,4900432;0,4;0,24;9,3922712;45,8520912;;;
0,2;0;2,489738;0,5;0,24;9,3922713;45,8520912;;;
0,24;0;2,4930189;0,54;0,05;9,3922714;45,8520911;;;
0,28;0;2,4900432;0,34;0,05;9,3922715;45,8520911;;;
0,32;0;2,5101089;0,26;0,16;9,3922716;45,8520911;;;
0,36;0;2,5114059;0,1;0,28;9,3922718;45,8520911;;;
0,4;0;2,4856944;0,22;0,21;9,3922719;45,8520911;;;
0,44;0;2,5117874;0,7;0,21;9,3922719;45,8520909;;;
0,48;0;2,5358965;0,66;0,11;9,392272;45,8520908;;;
0,52;0;2,5302508;0,36;0,11;9,392272;45,8520907;;;
0,56;0;2,5037763;0,5;0,14;9,392272;45,8520906;;;
0,6;0;2,4934766;0,3;0,17;9,392272;45,8520905;;;
0,64;0;2,4623482;0,3;0,42;9,3922721;45,8520904;;;
0,68;0;2,4727242;0,32;0,42;9,3922721;45,8520903;;;
0,72;0;2,5095749;0,14;0,36;9,3922721;45,8520902;;;
0,76;0;2,5061414;0,38;0,36;9,3922722;45,8520901;;;
0,8;0;2,519722;0,4;0,4;9,3922723;45,85209;;;
0,84;0;2,5204849;0,02;0,45;9,3922724;45,85209;;;
0,88;0;2,5387194;0,36;0,42;9,3922725;45,8520899;;;
0,92;0;2,5619895;0,34;0,42;9,3922725;45,8520899;;;
0,96;0;2,5693901;0,78;0,16;9,3922725;45,8520899;;;
1;0;2,5571067;0,7;0,16;9,3922724;45,8520898;;;
1,04;0;2,5569541;0,48;0,17;9,3922724;45,8520898;;;
1,08;0;2,5428395;0,74;0,17;9,3922724;45,8520898;;;
1,12;0;2,5140762;0,7;0,31;9,3922725;45,8520898;;;
1,16;0;2,4818797;0,82;0,31;9,3922726;45,8520899;;;
1,2;0;2,4774547;1,14;0,58;9,3922728;45,8520899;;;
1,24;0;2,461509;1,3;0,58;9,392273;45,8520901;;;
1,28;0;2,4048216;1,8;0,31;9,3922732;45,8520902;;;
1,32;0;2,4050505;1,46;0,31;9,3922735;45,8520903;;;
1,36;0;2,38941;0,72;0,01;9,3922738;45,8520904;;;
1,4;0;2,3440144;1,62;0,01;9,392274;45,8520905;;;
1,44;0;2,3274584;1,08;0,28;9,3922743;45,8520906;;;
1,48;0;2,3427937;0,86;0,28;9,3922746;45,8520907;;;
1,52;0;2,4622719;0,74;0,14;9,3922749;45,8520907;;;
1,56;0;2,4937055;1,3;0,14;9,3922752;45,8520909;;;
1,6;0;2,4269471;2,22;0,23;9,3922755;45,852091;;;
1,64;0;2,4520483;0,9;0,32;9,3922759;45,8520911;;;
1,68;0;2,4663918;0,16;0,16;9,3922762;45,8520913;;;
1,72;0;2,4321353;1,04;0,16;9,3922765;45,8520914;;;
1,76;0;2,4075682;1,26;0,14;9,3922768;45,8520914;;;
1,8;0;2,4377811;0,44;0,14;9,3922771;45,8520915;;;
1,84;0;2,4397647;-0,02;0,16;9,3922774;45,8520916;;;
1,88;0;2,4569311;-0,36;0,16;9,3922777;45,8520919;;;
1,92;0;2,5008771;-0,36;0,26;9,392278;45,8520921;;;
1,96;0;2,5378039;0,28;0,26;9,3922781;45,8520923;;;
2;0;2,638895;0,62;0,14;9,3922783;45,8520924;;;
2,04;0;2,7365527;0,94;0,14;9,3922785;45,8520924;;;
2,08;0;2,6856639;0,68;0,64;9,3922788;45,8520923;;;
2,12;0;2,524605;0,52;0,64;9,392279;45,8520923;;;
2,16;0;2,3649955;0,52;0,49;9,3922793;45,8520923;;;
2,2;0;2,3585105;-0,08;0,49;9,3922795;45,8520924;;;
2,24;0;2,4147401;-0,56;0,05;9,3922797;45,8520924;;;
2,28;0;2,4805064;0,86;0,05;9,3922799;45,8520925;;;
2,32;0;2,5578697;1,48;0,1;9,3922801;45,8520926;;;
2,36;0;2,5957882;0,76;0,1;9,3922804;45,8520926;;;
2,4;0;2,5341418;0,12;0,15;9,3922806;45,8520926;;;
2,44;0;2,4106963;-0,24;0,15;9,3922808;45,8520926;;;
2,48;0;2,3944454;0,2;0,18;9,392281;45,8520925;;;
2,52;0;2,4866099;0,14;0,18;9,3922811;45,8520927;;;
2,56;0;2,534981;0,28;0,26;9,3922813;45,8520928;;;
2,6;0;2,5503926;-0,02;0,26;9,3922816;45,8520931;;;
2,64;0;2,6044097;0,14;0,53;9,3922819;45,8520933;;;
2,68;0;2,660105;0,46;0,53;9,3922822;45,8520937;;;
2,72;0;2,7009993;0,68;0,85;9,3922826;45,852094;;;
2,76;0;2,7138932;0,8;0,85;9,3922829;45,8520943;;;
2,8;0;2,6849773;0,56;1,04;9,3922833;45,8520946;;;
2,84;0;2,5509267;0,62;1,04;9,3922835;45,8520948;;;
2,88;0;2,4225984;0,88;1,17;9,3922838;45,852095;;;
2,92;0;2,4231324;2,02;1,17;9,3922843;45,8520954;;;
2,96;0;2,4617379;1,24;1,35;9,3922848;45,8520957;;;
3;0;2,3563743;0,74;1,35;9,3922855;45,8520962;;;
3,04;0;2,1860073;0,76;1,12;9,3922862;45,8520967;;;
3,08;0;2,2534521;-0,28;1,12;9,3922869;45,8520971;;;
3,12;0;2,3511863;-0,44;0,98;9,3922877;45,8520975;;;
3,16;0;2,439307;0,16;0,98;9,3922884;45,852098;;;
3,2;0;2,6043334;0,74;0,66;9,3922891;45,8520984;;;
3,24;0;2,7394519;1,18;0,66;9,3922899;45,8520988;;;
3,28;0;2,8028531;1,46;0,66;9,3922907;45,8520992;;;
3,32;0;2,7196152;1,72;0,66;9,3922913;45,8520994;;;
3,36;0;2,5958645;1,04;0,69;9,3922919;45,8520995;;;
3,4;0;2,4525824;0,32;0,69;9,3922921;45,8520995;;;
3,44;0;2,334096;-0,54;0,38;9,3922924;45,8520995;;;
3,48;0;2,2918286;-0,22;0,38;9,3922925;45,8520996;;;
3,52;0;2,3847561;0,62;0,58;9,3922926;45,8520996;;;
3,56;0;2,4734871;1,18;0,58;9,3922927;45,8520997;;;
3,6;0;2,5371935;0,98;0,61;9,3922929;45,8520998;;;
3,64;0;2,5065992;1,02;0,61;9,3922933;45,8520999;;;
3,68;0;2,4941633;-0,02;0,41;9,3922936;45,8521;;;
3,72;0;2,4312961;-0,38;0,41;9,3922939;45,8521;;;
3,76;0;2,4023802;0,14;0,18;9,3922942;45,8521;;;
3,8;0;2,4844737;-0,26;0,18;9,3922944;45,8521;;;
3,84;0;2,5808344;-0,54;0,45;9,3922945;45,8520999;;;
3,88;0;2,5853357;0,48;0,45;9,3922946;45,8520999;;;
3,92;0;2,5810633;1,56;0,38;9,3922948;45,8520999;;;
3,96;0;2,5624473;1,18;0,38;9,3922949;45,8520999;;;
4;0;2,5140762;0,16;0,12;9,392295;45,8520998;;;
4,04;0;2,43595;-0,16;0,12;9,392295;45,8520998;;;
4,08;0;2,3987181;0,38;0,12;9,3922951;45,8520997;;;
4,12;0;2,4318302;0,96;0,12;9,3922952;45,8520997;;;
4,16;0;2,5288012;0,72;0,09;9,3922953;45,8520997;;;
4,2;0;2,5525289;0,36;0,09;9,3922955;45,8520996;;;
4,24;0;2,5173569;0,74;0,12;9,3922957;45,8520996;;;
4,28;0;2,4688332;0,86;0,12;9,3922959;45,8520996;;;
4,32;0;2,4274812;0,6;0,18;9,3922962;45,8520995;;;
4,36;0;2,4039061;0,34;0,18;9,3922964;45,8520995;;;
4,4;0;2,38941;0,78;0,06;9,3922966;45,8520994;;;
4,44;0;2,3827724;1,06;0,06;9,3922968;45,8520994;;;
4,48;0;2,4384677;0,86;0,29;9,3922971;45,8520993;;;
4,52;0;2,5059888;0,54;0,29;9,3922973;45,8520994;;;
4,56;0;2,5629814;0,18;0,35;9,3922975;45,8520995;;;
4,6;0;2,5595481;0,68;0,35;9,3922977;45,8520997;;;
4,64;0;2,5302508;0,14;0,36;9,392298;45,8520998;;;
4,68;0;2,5386431;-0,5;0,36;9,3922982;45,8520997;;;
4,72;0;2,5995266;-0,14;0,32;9,3922984;45,8520996;;;
4,76;0;2,7220566;0,46;0,32;9,3922985;45,8520994;;;
4,8;0;2,8104064;1,08;0,46;9,3922987;45,8520993;;;
4,84;0;2,7354846;0,3;0,46;9,3922988;45,8520993;;;
4,88;0;2,6247041;-0,54;0,48;9,3922989;45,8520993;;;
4,92;0;2,4199281;-0,92;0,48;9,3922991;45,8520993;;;
4,96;0;2,2988477;-1,06;0,25;9,3922992;45,8520993;;;
5;0;2,281605;-0,96;0,25;9,3922993;45,8520993;;;
5,04;0;2,3839169;-0,38;0,42;9,3922994;45,8520993;;;
5,08;0;2,589227;0,88;0,42;9,3922997;45,8520995;;;
5,12;0;2,7463949;1,38;0,8;9,3922999;45,8520997;;;
5,16;0;2,8081176;0,96;0,8;9,3923003;45,8520999;;;
5,2;0;2,7019148;0,56;0,77;9,3923008;45,8521001;;;
5,24;0;2,5192642;0,18;0,77;9,3923012;45,8521001;;;
5,28;0;2,3437855;0,08;0,3;9,3923016;45,8521001;;;
5,32;0;2,2882428;-0,1;0,3;9,3923019;45,8521;;;
5,36;0;2,3509574;-0,22;0,46;9,3923022;45,8521;;;
5,4;0;2,4134429;0,46;0,46;9,3923026;45,8521001;;;
5,44;0;2,4994276;1;0,69;9,392303;45,8521001;;;
5,48;0;2,5565727;0,78;0,69;9,3923033;45,8521001;;;
5,52;0;2,5523;0,76;0,55;9,3923037;45,8521001;;;
5,56;0;2,5542073;0,56;0,55;9,392304;45,8521001;;;
5,6;0;2,5123215;0,88;0,72;9,3923044;45,8521002;;;
5,64;0;2,4782176;0,64;0,72;9,3923047;45,8521004;;;
5,68;0;2,4460211;0,46;0,64;9,392305;45,8521005;;;
5,72;0;2,4423587;0,8;0,64;9,3923052;45,8521007;;;
5,76;0;2,4413669;1,02;0,48;9,3923055;45,8521009;;;
5,8;0;2,4602118;0,54;0,48;9,3923058;45,852101;;;
5,84;0;2,4840159;0,26;0,12;9,3923061;45,852101;;;
5,88;0;2,4468603;0,64;0,12;9,3923063;45,852101;;;
5,92;0;2,4831004;0,48;0,25;9,3923066;45,8521009;;;
5,96;0;2,5539021;0,42;0,25;9,3923069;45,8521011;;;
6;0;2,5800714;0,42;0,03;9,3923073;45,8521013;;;
6,04;0;2,5586326;0,54;0,03;9,3923077;45,8521016;;;
6,08;0;2,5299456;0,78;0,13;9,3923081;45,8521019;;;
6,12;0;2,5316241;1,02;0,13;9,3923084;45,852102;;;
6,16;0;2,5398641;0,4;0,84;9,3923088;45,8521021;;;
6,2;0;2,5084305;0,56;0,84;9,3923091;45,8521022;;;
6,24;0;2,4995801;0,48;0,9;9,3923094;45,8521022;;;
6,28;0;2,4792094;1,06;0,9;9,3923098;45,8521024;;;
6,32;0;2,4409854;0,72;0,27;9,3923102;45,8521026;;;
6,36;0;2,4178681;0,92;0,27;9,3923106;45,8521028;;;
6,4;0;2,4676125;0,4;0,23;9,3923111;45,8521029;;;
6,44;0;2,5153732;0,38;0,23;9,3923113;45,8521031;;;
6,48;0;2,5217819;0,78;0,59;9,3923116;45,8521033;;;
6,52;0;2,52285;0,26;0,59;9,392312;45,8521037;;;
6,56;0;2,5065229;0,06;0,46;9,3923123;45,852104;;;
6,6;0;2,4948499;0,14;0,46;9,3923127;45,8521044;;;
6,64;0;2,5309374;0,22;0,44;9,3923132;45,8521048;;;
6,68;0;2,5642784;0,62;0,44;9,3923135;45,852105;;;
6,72;0;2,5832758;0,4;0,87;9,3923138;45,8521052;;;
6,76;0;2,5558097;0,14;0,87;9,3923141;45,8521053;;;
6,8;0;2,5174332;0,32;0,82;9,3923144;45,8521054;;;
6,84;0;2,5088882;0,24;0,82;9,3923146;45,8521055;;;
6,88;0;2,4983594;0,22;0,42;9,3923149;45,8521055;;;
6,92;0;2,5098038;0,48;0,42;9,3923153;45,8521055;;;
6,96;0;2,5326159;0,46;0,16;9,3923156;45,8521056;;;
7;0;2,5392535;0,66;0,16;9,392316;45,8521058;;;
7,04;0;2,5262835;0,66;0,45;9,3923164;45,852106;;;
7,08;0;2,5052259;0,3;0,45;9,3923167;45,8521062;;;
7,12;0;2,5139999;0,5;0,32;9,392317;45,8521064;;;
7,16;0;2,5133133;0,64;0,32;9,3923172;45,8521065;;;
7,2;0;2,5172806;0,78;0,08;9,3923175;45,8521066;;;
7,24;0;2,4922559;0,66;0,08;9,3923178;45,8521067;;;
7,28;0;2,4427402;0,4;0,29;9,3923181;45,8521067;;;
7,32;0;2,4399173;0,48;0,29;9,3923184;45,8521068;;;
7,36;0;2,4450293;0,68;0,19;9,3923186;45,852107;;;
7,4;0;2,4789805;0,34;0,19;9,3923189;45,8521071;;;
7,44;0;2,507591;0,38;0,48;9,3923191;45,8521072;;;
7,48;0;2,5049207;0,48;0,48;9,3923194;45,8521073;;;
7,52;0;2,5447469;1;0,12;9,3923197;45,8521073;;;
7,56;0;2,5967038;0,9;0,12;9,39232;45,8521073;;;
7,6;0;2,6987867;0,98;0,2;9,3923204;45,8521073;;;
7,64;0;2,955596;1,08;0,2;9,3923206;45,8521073;;;
7,68;0;3,3212783;2,5;0,2;9,3923208;45,8521073;;;
7,72;0;3,6173797;4,52;0,2;9,392321;45,8521073;;;
7,76;0;3,8052182;5,54;0,18;9,3923213;45,8521072;;;
7,8;0;3,9596395;5,6;0,18;9,3923215;45,8521072;;;
7,84;0;4,0804148;5,84;0,29;9,3923218;45,8521072;;;
7,88;0;4,1526661;6,42;0,29;9,3923219;45,8521072;;;
7,92;0;4,0490575;6,38;0,42;9,392322;45,8521072;;;
7,96;0;3,7547872;5,24;0,42;9,3923222;45,8521073;;;
8;0;3,2447543;3,08;0,44;9,3923223;45,8521073;;;
8,04;0;2,5932705;0,68;0,44;9,3923226;45,8521074;;;
8,08;0;2,0701914;-0,9;0,63;9,3923228;45,8521075;;;
8,12;0;1,8538184;-1,46;0,63;9,3923231;45,8521077;;;
8,16;0;1,8720529;-1,24;0,45;9,3923234;45,8521079;;;
8,2;0;2,1312275;-0,22;0,45;9,3923236;45,8521081;;;
8,24;0;2,4008543;0,78;0,24;9,3923239;45,8521083;;;
8,28;0;2,5249865;1,34;0,24;9,3923242;45,8521085;;;
8,32;0;2,5404744;1,36;0,19;9,3923245;45,8521087;;;
8,36;0;2,4911113;0,7;0,19;9,3923248;45,852109;;;
8,4;0;2,4615853;0,62;0,12;9,3923251;45,8521093;;;
8,44;0;2,4753182;0,6;0,12;9,3923253;45,8521095;;;
8,48;0;2,4846263;0,8;0,58;9,3923255;45,8521098;;;
8,52;0;2,5207901;0,4;0,58;9,3923256;45,8521101;;;
8,56;0;2,4837108;0,3;0,53;9,3923258;45,8521103;;;
8,6;0;2,4931715;0,2;0,53;9,392326;45,8521106;;;
8,64;0;2,5136185;0,44;0,45;9,3923262;45,8521109;;;
8,68;0;2,5439076;0,28;0,45;9,3923263;45,8521111;;;
8,72;0;2,5565727;0,18;0,68;9,3923265;45,8521113;;;
8,76;0;2,5268939;0,1;0,68;9,3923267;45,8521114;;;
8,8;0;2,5065992;-0,16;0,37;9,3923269;45,8521115;;;
8,84;0;2,4740975;-0,28;0,37;9,3923271;45,8521115;;;
8,88;0;2,4941633;-0,06;0,25;9,3923273;45,8521116;;;
8,92;0;2,5393298;0,28;0,25;9,3923275;45,8521117;;;
8,96;0;2,5583274;0,54;0,14;9,3923278;45,8521117;;;
9;0;2,5699241;0,66;0,14;9,392328;45,8521119;;;
9,04;0;2,5400167;0,66;0,14;9,3923282;45,852112;;;
9,08;0;2,5185776;0,86;0,14;9,3923283;45,8521121;;;
9,12;0;2,4942396;0,56;0,35;9,3923285;45,8521122;;;
9,16;0;2,4557867;0,74;0,35;9,3923287;45,8521123;;;
9,2;0;2,4472418;0,62;0,04;9,3923289;45,8521124;;;
9,24;0;2,4692147;0,78;0,04;9,3923291;45,8521125;;;
9,28;0;2,4753182;0,86;0,15;9,3923293;45,8521125;;;
9,32;0;2,4867625;0,54;0,15;9,3923295;45,8521127;;;
9,36;0;2,4828715;0,82;0,14;9,3923297;45,8521128;;;
9,4;0;2,4914165;0,54;0,14;9,3923299;45,8521129;;;
9,44;0;2,471122;0,52;0,17;9,3923301;45,852113;;;
9,48;0;2,4914927;0,46;0,17;9,3923302;45,8521131;;;
9,52;0;2,4866099;0,62;0,38;9,3923304;45,8521132;;;
9,56;0;2,5248339;0,74;0,38;9,3923306;45,8521133;;;
9,6;0;2,5797663;0,68;0,43;9,3923309;45,8521134;;;
9,64;0;2,5827417;0,9;0,43;9,3923311;45,8521136;;;
9,68;0;2,5890744;0,54;0,24;9,3923314;45,8521137;;;
9,72;0;2,6320283;0,44;0,24;9,3923316;45,8521138;;;
9,76;0;2,6877239;0,86;0,51;9,3923318;45,8521139;;;
9,8;0;2,8756387;1,1;0,51;9,392332;45,8521141;;;
9,84;0;3,0654609;2,26;0,1;9,3923322;45,8521143;;;
9,88;0;3,2774086;3,1;0,1;9,3923324;45,8521145;;;
9,92;0;3,4834056;3,62;0,21;9,3923326;45,8521147;;;
9,96;0;3,5645072;4;0,21;9,3923327;45,8521148;;;
10;0;3,5654991;3,86;0,32;9,3923329;45,852115;;;
10,04;0;3,5883875;3,8;0,32;9,3923329;45,8521151;;;
10,08;0;3,6988628;4,02;0,21;9,392333;45,8521153;;;
10,12;0;3,7952998;4,6;0,21;9,392333;45,8521155;;;
10,16;0;3,813153;4,9;0,23;9,392333;45,8521156;;;
10,2;0;3,7241166;4,22;0,23;9,392333;45,8521158;;;
10,24;0;3,4882121;3,22;0,25;9,392333;45,8521159;;;
10,28;0;3,07866;2,54;0,25;9,392333;45,8521159;;;
10,32;0;2,6857402;1,3;0,39;9,3923331;45,852116;;;
10,36;0;2,3983366;0,3;0,39;9,3923331;45,8521161;;;
10,4;0;2,2510107;0,22;0,18;9,3923332;45,8521161;;;
10,44;0;2,1771569;0,16;0,18;9,3923334;45,8521163;;;
10,48;0;2,1909664;0,82;0,08;9,3923336;45,8521165;;;
10,52;0;2,2744334;0,74;0,08;9,392334;45,8521168;;;
10,56;0;2,3429463;1,04;0,1;9,3923344;45,852117;;;
10,6;0;2,4622719;1,18;0,1;9,3923348;45,8521172;;;
10,64;0;2,580987;1,2;0,24;9,3923352;45,8521174;;;
10,68;0;2,57969;1,28;0,24;9,3923355;45,8521175;;;
10,72;0;2,5735865;0,66;0,45;9,3923358;45,8521176;;;
10,76;0;2,5597007;0,26;0,45;9,392336;45,8521175;;;
10,8;0;2,5199509;0,2;0,37;9,3923362;45,8521175;;;
10,84;0;2,5193405;0,02;0,37;9,3923364;45,8521174;;;
10,88;0;2,5150681;0,38;0,14;9,3923366;45,8521174;;;
10,92;0;2,5256732;0,3;0,14;9,3923369;45,8521174;;;
10,96;0;2,5460439;0,32;0,2;9,3923371;45,8521173;;;
11;0;2,5014112;0,54;0,2;9,3923373;45,8521173;;;
11,04;0;2,4613564;0,5;0,5;9,3923375;45,8521173;;;
11,08;0;2,4740975;0,5;0,5;9,3923376;45,8521174;;;
11,12;0;2,4994276;0,66;0,81;9,3923377;45,8521174;;;
11,16;0;2,4927137;0,3;0,81;9,3923377;45,8521176;;;
11,2;0;2,4824138;0,42;0,69;9,3923378;45,8521178;;;
11,24;0;2,4892802;0,42;0,69;9,3923377;45,852118;;;
11,28;0;2,5092697;0,4;0,57;9,3923377;45,8521183;;;
11,32;0;2,5178909;0,52;0,57;9,3923376;45,8521186;;;
11,36;0;2,5065992;0,46;0,59;9,3923375;45,8521189;;;
11,4;0;2,5053022;0,48;0,59;9,3923375;45,8521193;;;
11,44;0;2,5079727;0,84;0,93;9,3923374;45,8521196;;;
11,48;0;2,5104904;0,62;0,93;9,3923374;45,8521198;;;
11,52;0;2,4869151;0,8;1,65;9,3923374;45,8521199;;;
11,56;0;2,4589911;0,3;1,65;9,3923374;45,8521201;;;
11,6;0;2,4450293;0,22;1,63;9,3923374;45,8521203;;;
11,64;0;2,481956;0,4;1,63;9,3923375;45,8521206;;;
11,68;0;2,5287249;0,16;1,58;9,3923375;45,8521208;;;
11,72;0;2,4982831;0,44;1,58;9,3923375;45,8521211;;;
11,76;0;2,5066755;0,48;1,62;9,3923375;45,8521213;;;
11,8;0;2,5412374;0,14;1,62;9,3923376;45,8521213;;;
11,84;0;2,5209427;0,3;1,6;9,3923376;45,8521213;;;
11,88;0;2,519722;0,52;1,6;9,3923378;45,8521212;;;
11,92;0;2,5165176;0,62;1,67;9,3923381;45,8521211;;;
11,96;0;2,5148392;0,54;1,67;9,3923382;45,852121;;;
12;0;2,5049207;0,56;0,94;9,3923384;45,852121;;;
12,04;0;2,4823375;0,6;0,94;9,3923384;45,8521211;;;
12,08;0;2,4853129;0,58;0,26;9,3923385;45,8521212;;;
12,12;0;2,4625008;0,48;0,26;9,3923385;45,8521213;;;
12,16;0;2,470588;0,38;0,43;9,3923386;45,8521213;;;
12,2;0;2,4849315;0,6;0,43;9,3923387;45,8521211;;;
12,24;0;2,5015638;0,54;0,8;9,3923389;45,8521209;;;
12,28;0;2,504463;0,5;0,8;9,3923391;45,8521207;;;
12,32;0;2,4921796;0,44;0,56;9,3923394;45,8521205;;;
12,36;0;2,5037763;0,46;0,56;9,3923395;45,8521203;;;
12,4;0;2,5177383;0,78;0,07;9,3923396;45,8521202;;;
12,44;0;2,5149155;0,56;0,07;9,3923397;45,85212;;;
12,48;0;2,5148392;0,56;0,16;9,3923398;45,8521199;;;
12,52;0;2,49279;0,56;0,16;9,3923398;45,8521197;;;
12,56;0;2,4850078;0,4;0,13;9,3923398;45,8521195;;;
12,6;0;2,4923322;0,5;0,13;9,3923397;45,8521194;;;
12,64;0;2,4895091;0,62;0,14;9,3923395;45,8521192;;;
12,68;0;2,4981306;0,58;0,14;9,3923394;45,8521192;;;
12,72;0;2,4921031;0,42;0,22;9,3923392;45,8521192;;;
12,76;0;2,4957654;0,44;0,22;9,3923392;45,8521191;;;
12,8;0;2,4988935;0,54;0,81;9,3923392;45,8521189;;;
12,84;0;2,4985883;0,46;0,81;9,3923392;45,8521186;;;
12,88;0;2,5103378;0,48;1,21;9,3923392;45,8521183;;;
12,92;0;2,5096512;0,28;1,21;9,392339;45,852118;;;
12,96;0;2,518959;0,42;0,86;9,3923389;45,8521176;;;
13;0;2,5385668;0,54;0,86;9,3923388;45,8521173;;;
13,04;0;2,5154495;0,3;0,91;9,3923387;45,852117;;;
13,08;0;2,5081253;0,28;0,91;9,3923386;45,8521168;;;
13,12;0;2,4976728;0,46;1,13;9,3923386;45,8521165;;;
13,16;0;2,5134659;0,34;1,13;9,3923384;45,8521163;;;
13,2;0;2,5262072;0,44;0,91;9,3923383;45,852116;;;
13,24;0;2,5214767;0,4;0,91;9,3923383;45,8521159;;;
13,28;0;2,5350573;0,4;1;9,3923383;45,8521157;;;
13,32;0;2,5164413;0,46;1;9,3923383;45,8521156;;;
13,36;0;2,4916453;0,3;0,97;9,3923383;45,8521154;;;
13,4;0;2,488441;0,52;0,97;9,3923382;45,8521152;;;
13,44;0;2,5007246;0,44;0,61;9,3923381;45,8521151;;;
13,48;0;2,5059125;0,44;0,61;9,3923379;45,852115;;;
13,52;0;2,4952314;0,58;0,72;9,3923378;45,8521149;;;
13,56;0;2,4954603;0,32;0,72;9,3923375;45,8521148;;;
13,6;0;2,4873729;0,6;1,03;9,3923373;45,8521146;;;
13,64;0;2,4818034;0,54;1,03;9,3923371;45,8521144;;;
13,68;0;2,4977491;0,3;1,48;9,392337;45,8521142;;;
13,72;0;2,4815745;0,7;1,48;9,392337;45,852114;;;
13,76;0;2,5039289;0,38;1,68;9,392337;45,8521138;;;
13,8;0;2,5082779;0,62;1,68;9,392337;45,8521137;;;
13,84;0;2,5008771;0,48;1,39;9,392337;45,8521136;;;
13,88;0;2,5146866;0,32;1,39;9,3923369;45,8521136;;;
13,92;0;2,5021741;0,54;1,15;9,3923368;45,8521135;;;
13,96;0;2,5056837;0,4;1,15;9,3923367;45,8521133;;;
14;0;2,5186539;0,46;1,23;9,3923366;45,8521132;;;
14,04;0;2,525368;0,52;1,23;9,3923365;45,8521131;;;
14,08;0;2,5324633;0,4;1,3;9,3923365;45,8521129;;;
14,12;0;2,5033948;0,56;1,3;9,3923366;45,8521128;;;
14,16;0;2,5072095;0,36;1,23;9,3923367;45,8521126;;;
14,2;0;2,4855418;0,28;1,23;9,3923368;45,8521125;;;
14,24;0;2,4810405;0,38;1,06;9,3923369;45,8521124;;;
14,28;0;2,4935529;0,46;1,06;9,392337;45,8521123;;;
14,32;0;2,4759285;0,5;0,57;9,3923371;45,8521123;;;
14,36;0;2,4907298;0,36;0,57;9,3923372;45,8521123;;;
14,4;0;2,5104904;0,36;0,53;9,3923373;45,8521123;;;
14,44;0;2,5224686;0,46;0,53;9,3923373;45,8521122;;;
14,48;0;2,5277331;0,48;0,34;9,3923374;45,8521122;;;
14,52;0;2,5263598;0,78;0,34;9,3923375;45,8521121;;;
14,56;0;2,5382617;0,74;0,36;9,3923376;45,852112;;;
14,6;0;2,5387957;0,76;0,36;9,3923377;45,8521119;;;
14,64;0;2,5607688;0,78;0,15;9,3923378;45,8521118;;;
14,68;0;2,5517659;1,02;0,15;9,3923378;45,8521118;;;
14,72;0;2,4875255;0,96;0,15;9,3923379;45,8521118;;;
14,76;0;2,4555578;0,94;0,15;9,3923378;45,852112;;;
14,8;0;2,4451056;0,78;0,13;9,3923378;45,8521121;;;
14,84;0;2,4441135;0,58;0,13;9,3923377;45,8521123;;;
14,88;0;2,45716;0,76;0,26;9,3923376;45,8521124;;;
14,92;0;2,4668496;0,6;0,26;9,3923376;45,8521124;;;
14,96;0;2,4782939;0,72;0,87;9,3923375;45,8521124;;;
15;0;2,4930189;0,46;0,87;9,3923377;45,8521123;;;
15,04;0;2,5282671;-0,08;1,15;9,3923379;45,8521121;;;
15,08;0;2,5275042;0,46;1,15;9,3923381;45,8521121;;;
15,12;0;2,5320818;0,34;0,68;9,3923383;45,852112;;;
15,16;0;2,5245287;0,16;0,68;9,3923383;45,8521121;;;
15,2;0;2,5629051;0,3;0,15;9,3923384;45,8521122;;;
15,24;0;2,5396352;0,24;0,15;9,3923385;45,8521122;;;
15,28;0;2,5214005;0,34;0,24;9,3923386;45,8521122;;;
15,32;0;2,5238421;0,18;0,24;9,3923388;45,8521121;;;
15,36;0;2,5554283;0,18;0,37;9,3923389;45,852112;;;
15,4;0;2,5432973;0,52;0,37;9,392339;45,852112;;;
15,44;0;2,5259783;0,62;0,31;9,3923392;45,8521119;;;
15,48;0;2,5104904;0,84;0,31;9,3923393;45,852112;;;
15,52;0;2,4936292;0,68;0,29;9,3923394;45,852112;;;
15,56;0;2,4949262;0,72;0,29;9,3923396;45,8521119;;;
15,6;0;2,4907298;1,16;0,21;9,3923398;45,8521119;;;
15,64;0;2,4945447;1,04;0,21;9,3923399;45,8521118;;;
15,68;0;2,4917979;0,94;0,16;9,39234;45,8521117;;;
15,72;0;2,4730294;0,84;0,16;9,3923402;45,8521116;;;
15,76;0;2,4634926;0,66;0,42;9,3923405;45,8521115;;;
15,8;0;2,4431217;0,62;0,42;9,3923408;45,8521114;;;
15,84;0;2,4643319;0,78;0,39;9,3923411;45,8521113;;;
15,88;0;2,4683754;0,66;0,39;9,3923411;45,8521113;;;
15,92;0;2,4892039;0,66;0,99;9,3923412;45,8521112;;;
15,96;0;2,5038526;0,8;0,99;9,3923412;45,8521112;;;
