Time;Dist;GYRO_STEER;GYRO_Z;V_Sat;Longitude;Latitude;;;
s;m;V;deg/s;km/h;°;°;;;
1402,28;0;2,4687569;1,78;59,54;9,3431734;45,824326;;;
1402,32;0;2,4129088;1,3;58,86;9,3431814;45,824325;;;
1402,36;0;2,4457159;1,54;58,86;9,3431893;45,8243241;;;
1402,4;0;2,4238954;1,24;57,86;9,3431972;45,8243231;;;
1402,44;0;2,4289308;0,86;57,86;9,3432051;45,8243221;;;
1402,48;0;2,4303043;-0,16;57,71;9,3432131;45,8243211;;;
1402,52;0;2,449378;0,38;57,71;9,3432209;45,8243201;;;
1402,56;0;2,4576178;0,12;57,13;9,3432287;45,8243191;;;
1402,6;0;2,4357212;0,3;57,13;9,3432363;45,8243182;;;
1402,64;0;2,443732;0,18;57,05;9,3432439;45,8243172;;;
1402,68;0;2,4423587;-0,68;57,05;9,3432515;45,8243163;;;
1402,72;0;2,473716;-1,28;56,15;9,343259;45,8243154;;;
1402,76;0;2,4914927;-1,12;56,15;9,3432666;45,8243144;;;
1402,8;0;2,4770732;-0,8;55,24;9,3432743;45,8243135;;;
1402,84;0;2,5204849;-1,4;55,24;9,3432818;45,8243126;;;
1402,88;0;2,5149918;-0,94;54,69;9,3432894;45,8243117;;;
1402,92;0;2,5207901;-0,98;54,69;9,3432968;45,8243108;;;
1402,96;0;2,5390246;-1,2;54,54;9,3433042;45,82431;;;
1403;0;2,5729761;-0,68;54,54;9,3433115;45,8243092;;;
1403,04;0;2,5917447;-0,48;54,16;9,3433188;45,8243083;;;
1403,08;0;2,5567253;1,12;54,16;9,343326;45,8243076;;;
1403,12;0;2,5255969;0,5;53,7;9,3433333;45,8243068;;;
1403,16;0;2,5459676;0,32;53,7;9,3433405;45,824306;;;
1403,2;0;2,5329211;0,8;52,83;9,3433477;45,8243052;;;
1403,24;0;2,55024;0,86;52,83;9,3433549;45,8243043;;;
1403,28;0;2,5963986;1,14;52,62;9,3433621;45,8243034;;;
1403,32;0;2,5799952;1,46;52,62;9,3433693;45,8243025;;;
1403,36;0;2,5441365;2,3;52,47;9,3433766;45,8243016;;;
1403,4;0;2,5127029;3,32;52,47;9,3433838;45,8243007;;;
1403,44;0;2,4781413;3,6;52,2;9,3433911;45,8242998;;;
1403,48;0;2,3854427;2,78;52,2;9,3433981;45,8242987;;;
1403,52;0;2,3842983;1,82;52;9,3434052;45,8242976;;;
1403,56;0;2,4430454;1,82;52;9,3434121;45,8242966;;;
1403,6;0;2,4400699;1,32;51,86;9,343419;45,8242955;;;
1403,64;0;2,3879604;0,76;51,86;9,3434259;45,8242947;;;
1403,68;0;2,4112303;0,84;51,5;9,3434328;45,8242939;;;
1403,72;0;2,4432743;0,16;51,5;9,3434396;45,824293;;;
1403,76;0;2,3923092;0,56;50,93;9,3434465;45,8242922;;;
1403,8;0;2,3699548;0,06;50,93;9,3434532;45,8242913;;;
1403,84;0;2,4063475;-0,62;50,27;9,3434599;45,8242903;;;
1403,88;0;2,4225221;-0,72;50,27;9,3434664;45,8242894;;;
1403,92;0;2,4555578;-0,74;50,06;9,343473;45,8242885;;;
1403,96;0;2,4086363;-0,82;50,06;9,3434793;45,8242875;;;
1404;0;2,4776073;-1,58;49,34;9,3434857;45,8242864;;;
1404,04;0;2,4916453;-0,4;49,34;9,3434919;45,8242853;;;
1404,08;0;2,4198518;-0,6;48,6;9,343498;45,8242842;;;
1404,12;0;2,4785991;-0,6;48,6;9,3435041;45,824283;;;
1404,16;0;2,4716561;-0,2;47,6;9,3435103;45,8242818;;;
1404,2;0;2,4412143;-0,3;47,6;9,3435165;45,8242807;;;
1404,24;0;2,4342716;-0,98;46,71;9,3435228;45,8242795;;;
1404,28;0;2,4026091;-0,04;46,71;9,3435288;45,8242782;;;
1404,32;0;2,4357975;-0,86;46,27;9,3435349;45,8242768;;;
1404,36;0;2,4125273;-0,94;46,27;9,3435406;45,8242753;;;
1404,4;0;2,4240479;-0,52;46,23;9,3435463;45,8242737;;;
1404,44;0;2,4251924;-1,26;46,23;9,3435522;45,8242723;;;
1404,48;0;2,3733118;-2,04;45,61;9,3435581;45,8242708;;;
1404,52;0;2,3672845;-1,52;45,61;9,3435643;45,8242696;;;
1404,56;0;2,4316776;-2,14;44,72;9,3435706;45,8242683;;;
1404,6;0;2,4771495;-2,62;44,72;9,3435769;45,824267;;;
1404,64;0;2,4563971;-1,94;44,69;9,3435833;45,8242657;;;
1404,68;0;2,4691384;-2,18;44,69;9,3435899;45,8242645;;;
1404,72;0;2,47631;-2,16;44,77;9,3435966;45,8242633;;;
1404,76;0;2,4875255;-1,98;44,77;9,3436028;45,8242617;;;
1404,8;0;2,498512;-0,96;45,48;9,343609;45,8242602;;;
1404,84;0;2,4970624;-2,26;45,48;9,3436147;45,8242582;;;
1404,88;0;2,4953077;-2,42;45,92;9,3436205;45,8242563;;;
1404,92;0;2,4973676;-0,86;45,92;9,3436261;45,8242542;;;
1404,96;0;2,4859233;-1,22;44,83;9,3436318;45,8242522;;;
1405;0;2,4846263;-1,42;44,83;9,3436371;45,82425;;;
1405,04;0;2,4876018;-2,06;44,28;9,3436424;45,8242477;;;
1405,08;0;2,5085068;-1,34;44,28;9,3436479;45,8242458;;;
1405,12;0;2,4813457;-1,56;43,44;9,3436535;45,8242438;;;
1405,16;0;2,5048444;-2,1;43,44;9,3436595;45,8242423;;;
1405,2;0;2,5245287;-1,78;42,65;9,3436656;45,8242408;;;
1405,24;0;2,5303271;-1,9;42,65;9,3436717;45,8242395;;;
1405,28;0;2,5233841;-1,14;43,06;9,3436779;45,8242381;;;
1405,32;0;2,5389483;-1,32;43,06;9,3436842;45,8242368;;;
1405,36;0;2,5471883;-1,98;43,41;9,3436904;45,8242355;;;
1405,4;0;2,5404744;-0,86;43,41;9,3436965;45,8242341;;;
1405,44;0;2,5629051;-1,64;43,72;9,3437027;45,8242326;;;
1405,48;0;2,5805292;-0,92;43,72;9,3437086;45,8242311;;;
1405,52;0;2,5729761;0,38;44,38;9,3437146;45,8242295;;;
1405,56;0;2,5416951;0,94;44,38;9,3437206;45,8242281;;;
1405,6;0;2,5400167;-0,18;44,33;9,3437267;45,8242267;;;
1405,64;0;2,5609214;-0,12;44,33;9,3437327;45,8242253;;;
1405,68;0;2,5380328;-0,28;44,33;9,3437387;45,8242239;;;
1405,72;0;2,5201797;0,04;44,33;9,3437446;45,8242225;;;
1405,76;0;2,5335314;-0,14;44,47;9,3437505;45,8242211;;;
1405,8;0;2,5315478;0,72;44,47;9,3437563;45,8242197;;;
1405,84;0;2,5319293;0,34;44,88;9,3437621;45,8242184;;;
1405,88;0;2,5365832;0,4;44,88;9,3437675;45,8242168;;;
1405,92;0;2,5258257;1,6;44,51;9,3437729;45,8242151;;;
1405,96;0;2,5114059;1,98;44,51;9,3437779;45,8242132;;;
1406;0;2,4592199;1,48;44,22;9,3437829;45,8242112;;;
1406,04;0;2,4404514;0,52;44,22;9,3437875;45,824209;;;
1406,08;0;2,4598303;0,7;43,48;9,3437922;45,8242068;;;
1406,12;0;2,4503698;0,26;43,48;9,343797;45,8242043;;;
1406,16;0;2,4242005;-0,1;42,61;9,3438017;45,8242019;;;
1406,2;0;2,4293888;0,52;42,61;9,3438067;45,8241995;;;
1406,24;0;2,420691;0,08;42,02;9,3438116;45,824197;;;
1406,28;0;2,4174867;-0,38;42,02;9,343817;45,8241947;;;
1406,32;0;2,4375522;-0,78;42,4;9,3438224;45,8241924;;;
1406,36;0;2,4207673;-0,84;42,4;9,3438288;45,8241903;;;
1406,4;0;2,4345767;-1,4;42,26;9,3438353;45,8241882;;;
1406,44;0;2,4792857;-1,98;42,26;9,3438423;45,824186;;;
1406,48;0;2,501106;-1,84;43,41;9,3438492;45,8241838;;;
1406,52;0;2,4722664;-1,66;43,41;9,3438552;45,8241817;;;
1406,56;0;2,5053785;-1,36;45,44;9,3438612;45,8241797;;;
1406,6;0;2,5485616;-1,1;45,44;9,3438657;45,8241774;;;
1406,64;0;2,5278857;-0,9;46,79;9,3438703;45,8241751;;;
1406,68;0;2,5156021;-1,22;46,79;9,3438744;45,8241723;;;
1406,72;0;2,5351336;-0,14;45,01;9,3438785;45,8241695;;;
1406,76;0;2,5572593;-1,06;45,01;9,3438835;45,8241667;;;
1406,8;0;2,5175095;-0,82;43,54;9,3438885;45,8241638;;;
1406,84;0;2,5564964;-0,18;43,54;9,3438948;45,8241612;;;
1406,88;0;2,5954068;0,28;42,73;9,3439011;45,8241585;;;
1406,92;0;2,5529103;-0,6;42,73;9,3439075;45,8241562;;;
1406,96;0;2,5304797;0,04;43,97;9,3439139;45,8241538;;;
1407;0;2,6037993;0,5;43,97;9,3439202;45,8241519;;;
1407,04;0;2,5867856;0,54;45,39;9,3439266;45,8241501;;;
1407,08;0;2,5071332;0,62;45,39;9,3439328;45,8241485;;;
1407,12;0;2,543221;1,26;45,76;9,3439391;45,8241469;;;
1407,16;0;2,5424581;1,22;45,76;9,343945;45,8241451;;;
1407,2;0;2,522316;0,24;45,63;9,3439509;45,8241433;;;
1407,24;0;2,4974439;0,96;45,63;9,3439569;45,8241416;;;
1407,28;0;2,5479512;1,18;45,36;9,343963;45,8241398;;;
1407,32;0;2,5293353;0,32;45,36;9,3439691;45,8241382;;;
1407,36;0;2,4867625;1,08;45,03;9,3439753;45,8241365;;;
1407,4;0;2,5085068;0,04;45,03;9,3439808;45,824135;;;
1407,44;0;2,5115585;-0,48;45,01;9,3439863;45,8241334;;;
1407,48;0;2,5227737;-0,06;45,01;9,3439912;45,8241316;;;
1407,52;0;2,5700767;0,94;45,04;9,3439961;45,8241297;;;
1407,56;0;2,5532918;0,2;45,04;9,3440013;45,8241277;;;
1407,6;0;2,5523763;0,3;44,01;9,3440065;45,8241257;;;
1407,64;0;2,5536733;0,9;44,01;9,3440119;45,8241239;;;
1407,68;0;2,5449758;1,58;43,54;9,3440172;45,824122;;;
1407,72;0;2,5315478;0,06;43,54;9,3440223;45,8241201;;;
1407,76;0;2,5526052;0,52;43,93;9,3440275;45,8241181;;;
1407,8;0;2,5483327;1,14;43,93;9,3440327;45,8241161;;;
1407,84;0;2,546349;0,9;43,32;9,3440379;45,8241141;;;
1407,88;0;2,5601585;0,18;43,32;9,3440428;45,8241118;;;
1407,92;0;2,5835047;1;42,76;9,3440476;45,8241096;;;
1407,96;0;2,5903714;0,78;42,76;9,344052;45,8241073;;;
1408;0;2,6065459;0,58;42,86;9,3440564;45,824105;;;
1408,04;0;2,5945675;2,12;42,86;9,344061;45,8241029;;;
1408,08;0;2,5532918;2,46;42,75;9,3440656;45,8241008;;;
1408,12;0;2,5658805;1,62;42,75;9,3440698;45,8240983;;;
1408,16;0;2,5657279;2,18;42,42;9,344074;45,8240959;;;
1408,2;0;2,5339129;2,06;42,42;9,3440776;45,8240931;;;
1408,24;0;2,5519185;1,66;42,51;9,3440812;45,8240903;;;
1408,28;0;2,5947201;2,2;42,51;9,3440849;45,8240877;;;
1408,32;0;2,5733576;2,66;42,3;9,3440886;45,8240851;;;
1408,36;0;2,55848;2,74;42,3;9,3440932;45,8240831;;;
1408,4;0;2,5767908;3,22;41,45;9,3440979;45,824081;;;
1408,44;0;2,5239184;3,5;41,45;9,3441034;45,8240791;;;
1408,48;0;2,4573126;5,12;40,26;9,344109;45,8240772;;;
1408,52;0;2,4699776;4,06;40,26;9,3441149;45,8240753;;;
1408,56;0;2,4905772;4,34;40,86;9,3441209;45,8240734;;;
1408,6;0;2,3917751;4,02;40,86;9,3441276;45,8240717;;;
1408,64;0;2,3270769;3,82;41,33;9,3441342;45,8240701;;;
1408,68;0;2,292973;4;41,33;9,3441411;45,8240687;;;
1408,72;0;2,2729075;2,78;42,66;9,344148;45,8240673;;;
1408,76;0;2,300755;1,62;42,66;9,3441552;45,8240659;;;
1408,8;0;2,2939649;0,78;43,44;9,3441624;45,8240646;;;
1408,84;0;2,2569618;0,82;43,44;9,3441698;45,8240631;;;
1408,88;0;2,3088424;-0,38;43,81;9,3441772;45,8240615;;;
1408,92;0;2,3257036;-0,8;43,81;9,3441846;45,8240599;;;
1408,96;0;2,3052566;-1,9;45,38;9,3441921;45,8240582;;;
1409;0;2,3747613;-1,46;45,38;9,3441996;45,8240568;;;
1409,04;0;2,4120696;-1,58;47,04;9,3442071;45,8240553;;;
1409,08;0;2,4100096;-1,02;47,04;9,3442143;45,8240538;;;
1409,12;0;2,4489202;-2,22;48,2;9,3442216;45,8240523;;;
1409,16;0;2,4525061;-1,5;48,2;9,3442291;45,8240507;;;
1409,2;0;2,4356449;-1,9;48,36;9,3442366;45,8240491;;;
1409,24;0;2,4702065;-1,32;48,36;9,3442441;45,8240476;;;
1409,28;0;2,5126266;-2,24;48,78;9,3442516;45,8240461;;;
1409,32;0;2,4810405;-1,14;48,78;9,344259;45,8240446;;;
1409,36;0;2,5226212;-1,62;49,95;9,3442665;45,8240431;;;
1409,4;0;2,5259783;-1,1;49,95;9,3442744;45,8240418;;;
1409,44;0;2,4804301;-0,38;50,02;9,3442823;45,8240404;;;
1409,48;0;2,510643;0,46;50,02;9,3442903;45,8240391;;;
1409,52;0;2,5264361;-0,18;51,03;9,3442983;45,8240377;;;
1409,56;0;2,4747841;0,62;51,03;9,3443063;45,8240364;;;
1409,6;0;2,4613564;0,82;52;9,3443143;45,8240351;;;
1409,64;0;2,4529638;0,18;52;9,3443224;45,8240338;;;
1409,68;0;2,4555578;0,58;52,5;9,3443305;45,8240325;;;
1409,72;0;2,4126036;0,14;52,5;9,3443385;45,8240313;;;
1409,76;0;2,4052794;0,62;52,87;9,3443465;45,8240301;;;
1409,8;0;2,3710229;-1,04;52,87;9,3443544;45,824029;;;
1409,84;0;2,4013884;0,38;53,28;9,3443624;45,8240279;;;
1409,88;0;2,4191651;-0,86;53,28;9,3443704;45,8240269;;;
1409,92;0;2,330205;-0,88;52,57;9,3443784;45,8240259;;;
1409,96;0;2,3497365;-0,68;52,57;9,3443865;45,824025;;;
1410;0;2,4095519;-1,58;52,55;9,3443945;45,824024;;;
1410,04;0;2,3938351;-2,28;52,55;9,3444027;45,8240231;;;
1410,08;0;2,3949032;-2,34;51,94;9,3444108;45,8240222;;;
1410,12;0;2,4208436;-1,82;51,94;9,3444191;45,8240215;;;
1410,16;0;2,4003203;-3,22;52,22;9,3444274;45,8240207;;;
1410,2;0;2,3820093;-2,42;52,22;9,3444358;45,82402;;;
1410,24;0;2,4272523;-2,58;52,58;9,3444442;45,8240193;;;
1410,28;0;2,4582281;-3,68;52,58;9,3444525;45,8240185;;;
1410,32;0;2,478065;-3,1;52,59;9,3444608;45,8240176;;;
1410,36;0;2,4975202;-3,36;52,59;9,3444689;45,8240169;;;
1410,4;0;2,5056837;-3,26;52,96;9,344477;45,8240161;;;
1410,44;0;2,5201035;-3,18;52,96;9,3444853;45,8240155;;;
1410,48;0;2,536278;-3,44;52,95;9,3444937;45,8240148;;;
1410,52;0;2,5638969;-2,9;52,95;9,3445022;45,8240142;;;
1410,56;0;2,5846491;-2,88;53,28;9,3445107;45,8240136;;;
1410,6;0;2,5767145;-2,3;53,28;9,3445189;45,8240129;;;
1410,64;0;2,5807581;-2,04;53,9;9,3445272;45,8240121;;;
1410,68;0;2,5970852;-2,1;53,9;9,3445353;45,8240113;;;
1410,72;0;2,5957119;-1,82;54,39;9,3445434;45,8240105;;;
1410,76;0;2,615396;-1,1;54,39;9,3445516;45,8240098;;;
1410,8;0;2,6224153;-0,7;54,07;9,3445599;45,824009;;;
1410,84;0;2,592355;-1,22;54,07;9,344568;45,8240081;;;
1410,88;0;2,577096;-0,56;54,09;9,3445761;45,8240073;;;
1410,92;0;2,6141753;-0,46;54,09;9,3445842;45,8240064;;;
1410,96;0;2,5919735;-0,34;54,16;9,3445924;45,8240056;;;
1411;0;2,5980771;-0,68;54,16;9,3446006;45,8240048;;;
1411,04;0;2,6099029;-0,34;53,88;9,3446089;45,8240039;;;
1411,08;0;2,5664146;0,28;53,88;9,3446171;45,8240032;;;
1411,12;0;2,5707633;0,08;55,18;9,3446254;45,8240024;;;
1411,16;0;2,6076903;-0,18;55,18;9,3446334;45,8240017;;;
1411,2;0;2,5648124;0,14;55,9;9,3446415;45,824001;;;
1411,24;0;2,5953305;-0,14;55,9;9,3446494;45,8240003;;;
1411,28;0;2,59884;0,98;56,36;9,3446574;45,8239996;;;
1411,32;0;2,5452046;1,32;56,36;9,3446655;45,8239991;;;
1411,36;0;2,5552757;1,62;57,08;9,3446737;45,8239986;;;
1411,4;0;2,547646;0,7;57,08;9,3446823;45,8239985;;;
1411,44;0;2,5326922;0,38;57,22;9,3446909;45,8239983;;;
1411,48;0;2,5847254;0,98;57,22;9,3446997;45,8239983;;;
1411,52;0;2,5809107;-0,38;58,71;9,3447086;45,8239983;;;
1411,56;0;2,5587852;-0,14;58,71;9,3447177;45,8239982;;;
1411,6;0;2,614862;1,04;60,19;9,3447269;45,8239981;;;
1411,64;0;2,5900662;0,28;60,19;9,3447365;45,8239979;;;
1411,68;0;2,5823603;1;61,3;9,3447461;45,8239977;;;
1411,72;0;2,6063933;2,06;61,3;9,344756;45,8239976;;;
1411,76;0;2,5805292;2,14;62,66;9,3447659;45,8239974;;;
1411,8;0;2,5521474;3,34;62,66;9,3447756;45,8239972;;;
1411,84;0;2,5425344;1,26;63,8;9,3447854;45,8239969;;;
1411,88;0;2,5059888;2,08;63,8;9,344795;45,8239964;;;
1411,92;0;2,564431;1,26;65,03;9,3448046;45,8239958;;;
1411,96;0;2,5312426;1,72;65,03;9,3448143;45,8239953;;;
1412;0;2,4764628;1,88;65,84;9,344824;45,8239947;;;
1412,04;0;2,5620658;1,38;65,84;9,3448336;45,823994;;;
1412,08;0;2,5586326;0,54;66,66;9,3448433;45,8239932;;;
1412,12;0;2,5490193;0,94;66,66;9,3448529;45,8239924;;;
1412,16;0;2,554131;2,5;67,2;9,3448625;45,8239916;;;
1412,2;0;2,5378802;0,28;67,2;9,3448723;45,8239911;;;
1412,24;0;2,6022735;1,02;67,86;9,3448822;45,8239905;;;
1412,28;0;2,5873959;1,38;67,86;9,3448919;45,8239901;;;
1412,32;0;2,6012051;2,26;68,44;9,3449016;45,8239896;;;
1412,36;0;2,6015103;1,4;68,44;9,3449112;45,8239892;;;
1412,4;0;2,5767908;2,28;68,57;9,3449208;45,8239887;;;
1412,44;0;2,5979245;3,5;68,57;9,3449306;45,8239883;;;
1412,48;0;2,5304797;2,38;68,61;9,3449404;45,8239878;;;
1412,52;0;2,4983594;2,36;68,61;9,34495;45,8239873;;;
1412,56;0;2,5343707;3,26;68,89;9,3449596;45,8239867;;;
1412,6;0;2,4911876;2,6;68,89;9,3449689;45,823986;;;
1412,64;0;2,4850841;2,86;69,37;9,3449782;45,8239853;;;
1412,68;0;2,4843211;2,76;69,37;9,3449876;45,8239845;;;
1412,72;0;2,4705117;1,66;68,34;9,3449969;45,8239837;;;
1412,76;0;2,5097275;2,68;68,34;9,3450063;45,8239829;;;
1412,8;0;2,4887462;3,7;68,12;9,3450157;45,8239821;;;
1412,84;0;2,4854655;3,54;68,12;9,3450252;45,8239814;;;
1412,88;0;2,4669259;1,34;67,83;9,3450347;45,8239807;;;
1412,92;0;2,4428165;0,66;67,83;9,3450443;45,8239799;;;
1412,96;0;2,5275805;-0,02;67,9;9,345054;45,8239791;;;
1413;0;2,495384;1,4;67,9;9,3450638;45,8239781;;;
1413,04;0;2,4774547;3,26;68,3;9,3450736;45,8239771;;;
1413,08;0;2,5310137;2,24;68,3;9,3450833;45,8239761;;;
1413,12;0;2,48455;1,04;68,69;9,3450931;45,8239751;;;
1413,16;0;2,4890513;0,42;68,69;9,3451029;45,8239741;;;
1413,2;0;2,5123978;-1,02;68,72;9,3451127;45,823973;;;
1413,24;0;2,523613;-0,46;68,72;9,3451226;45,8239719;;;
1413,28;0;2,5737391;1,38;68,73;9,3451325;45,8239707;;;
1413,32;0;2,5372698;2,72;68,73;9,3451425;45,8239697;;;
1413,36;0;2,5648887;3,02;68,96;9,3451525;45,8239686;;;
1413,4;0;2,5425344;1,62;68,96;9,3451626;45,8239676;;;
1413,44;0;2,5613029;0,52;69,25;9,3451727;45,8239666;;;
1413,48;0;2,6215761;0,58;69,25;9,3451829;45,8239657;;;
1413,52;0;2,5410848;-0,06;69,69;9,3451932;45,8239648;;;
1413,56;0;2,594949;0,52;69,69;9,3452035;45,823964;;;
1413,6;0;2,6036468;-0,02;70,14;9,3452138;45,8239632;;;
1413,64;0;2,5648887;0,72;70,14;9,3452241;45,8239623;;;
1413,68;0;2,5714502;1,14;70,37;9,3452344;45,8239615;;;
1413,72;0;2,5497823;1,46;70,37;9,3452448;45,8239605;;;
1413,76;0;2,5365069;2,86;70,54;9,3452552;45,8239596;;;
1413,8;0;2,5102615;3,08;70,54;9,3452656;45,8239587;;;
1413,84;0;2,5271227;3,6;70,98;9,3452761;45,8239577;;;
1413,88;0;2,5117874;3,44;70,98;9,3452866;45,8239568;;;
1413,92;0;2,534981;3,44;71,45;9,345297;45,8239558;;;
1413,96;0;2,4667733;3,78;71,45;9,3453075;45,8239548;;;
1414;0;2,3885708;3,08;71,83;9,345318;45,8239538;;;
1414,04;0;2,4939344;3,18;71,83;9,3453287;45,8239529;;;
1414,08;0;2,4216828;2,52;71,57;9,3453394;45,8239519;;;
1414,12;0;2,4512091;3,18;71,57;9,3453502;45,823951;;;
1414,16;0;2,4750893;2,28;72,12;9,345361;45,8239501;;;
1414,2;0;2,4467077;2;72,12;9,3453719;45,8239493;;;
1414,24;0;2,490272;2,38;72,84;9,3453829;45,8239484;;;
1414,28;0;2,4141297;2,1;72,84;9,3453938;45,8239476;;;
1414,32;0;2,3802545;1,68;73,86;9,3454047;45,8239467;;;
1414,36;0;2,3647666;1,92;73,86;9,3454154;45,8239459;;;
1414,4;0;2,3517966;3,68;74,14;9,3454261;45,823945;;;
1414,44;0;2,375448;2,44;74,14;9,3454368;45,8239442;;;
1414,48;0;2,303349;0,54;74,24;9,3454476;45,8239434;;;
1414,52;0;2,322957;1,7;74,24;9,3454585;45,8239425;;;
1414,56;0;2,3144119;2,5;73,88;9,3454695;45,8239416;;;
1414,6;0;2,34287;-0,04;73,88;9,3454805;45,8239407;;;
1414,64;0;2,3075454;-0,7;74,26;9,3454915;45,8239398;;;
1414,68;0;2,300221;1,66;74,26;9,3455025;45,8239388;;;
1414,72;0;2,3366139;0,52;74,37;9,3455135;45,8239379;;;
1414,76;0;2,2851908;-1,98;74,37;9,3455244;45,8239369;;;
1414,8;0;2,3318834;0;74,85;9,3455354;45,823936;;;
1414,84;0;2,3633933;0,38;74,85;9,3455464;45,823935;;;
1414,88;0;2,3450825;-1,26;74,97;9,3455574;45,8239341;;;
1414,92;0;2,354238;-2,4;74,97;9,3455683;45,823933;;;
1414,96;0;2,3846035;-1,14;74,81;9,3455793;45,8239319;;;
1415;0;2,4213014;-0,2;74,81;9,3455905;45,823931;;;
1415,04;0;2,3950558;-1,68;75,02;9,3456016;45,82393;;;
1415,08;0;2,4209962;-2,36;75,02;9,3456131;45,8239294;;;
1415,12;0;2,4109251;-1,64;74,98;9,3456246;45,8239288;;;
1415,16;0;2,4159608;0,6;74,98;9,3456361;45,8239282;;;
1415,2;0;2,4240479;-1,7;75,16;9,3456476;45,8239276;;;
1415,24;0;2,4184022;-2,42;75,16;9,3456589;45,8239269;;;
1415,28;0;2,4547949;-1,72;75,73;9,3456703;45,8239262;;;
1415,32;0;2,4489202;0,24;75,73;9,3456818;45,8239255;;;
1415,36;0;2,4376285;-0,56;76,16;9,3456932;45,8239248;;;
1415,4;0;2,4383152;-1,96;76,16;9,3457049;45,8239242;;;
1415,44;0;2,4167237;-1,08;76,28;9,3457166;45,8239236;;;
1415,48;0;2,4152741;0,4;76,28;9,3457282;45,823923;;;
1415,52;0;2,3825436;0,5;77,12;9,3457399;45,8239224;;;
1415,56;0;2,3762872;-1,78;77,12;9,3457514;45,8239218;;;
1415,6;0;2,4001677;-2,4;77,65;9,3457629;45,8239212;;;
1415,64;0;2,4030669;-1,46;77,65;9,3457744;45,8239206;;;
1415,68;0;2,3427937;0,7;77,88;9,3457859;45,8239199;;;
1415,72;0;2,3520255;-0,72;77,88;9,3457975;45,8239194;;;
1415,76;0;2,3766687;-2,8;77,94;9,3458091;45,8239188;;;
1415,8;0;2,3624778;-2,46;77,94;9,3458208;45,8239183;;;
1415,84;0;2,3469899;-0,64;78,08;9,3458325;45,8239178;;;
1415,88;0;2,3080032;0,24;78,08;9,3458443;45,8239173;;;
1415,92;0;2,3166244;-2;78,3;9,345856;45,8239168;;;
1415,96;0;2,3239489;-2,68;78,3;9,3458677;45,8239164;;;
1416;0;2,3327227;-3,84;78,34;9,3458793;45,823916;;;
1416,04;0;2,3199816;-1,88;78,34;9,3458907;45,8239156;;;
1416,08;0;2,3395131;-0,86;78,63;9,3459021;45,8239153;;;
1416,12;0;2,3468373;-2,8;78,63;9,3459135;45,823915;;;
1416,16;0;2,3725488;-3,66;78,66;9,345925;45,8239147;;;
1416,2;0;2,3485157;-4,44;78,66;9,3459364;45,8239144;;;
1416,24;0;2,3390553;-2,98;77,9;9,3459479;45,8239141;;;
1416,28;0;2,3742273;-1,7;77,9;9,3459593;45,8239139;;;
1416,32;0;2,3341722;-1,82;78,32;9,3459707;45,8239137;;;
1416,36;0;2,3633933;-2,96;78,32;9,3459822;45,8239136;;;
1416,4;0;2,3404286;-4,46;78;9,3459938;45,8239135;;;
1416,44;0;2,3672845;-3,8;78;9,3460054;45,8239135;;;
1416,48;0;2,3552299;-2,1;78,07;9,346017;45,8239135;;;
1416,52;0;2,3200579;-1,74;78,07;9,3460287;45,8239137;;;
1416,56;0;2,4047453;-3,34;78,06;9,3460404;45,8239139;;;
1416,6;0;2,3666742;-3,68;78,06;9,3460521;45,8239141;;;
1416,64;0;2,3591971;-4,2;78;9,3460639;45,8239143;;;
1416,68;0;2,3175399;-3,72;78;9,3460758;45,8239146;;;
1416,72;0;2,3225756;-1,98;78,12;9,3460877;45,8239149;;;
1416,76;0;2,3256273;-1,34;78,12;9,3460997;45,8239154;;;
1416,8;0;2,270237;-3,44;78,37;9,3461118;45,8239158;;;
1416,84;0;2,3060195;-4,36;78,37;9,3461236;45,8239162;;;
1416,88;0;2,2861063;-5,28;78,81;9,3461354;45,8239166;;;
1416,92;0;2,3046463;-5,06;78,81;9,3461471;45,823917;;;
1416,96;0;2,2680244;-2,74;79,07;9,3461588;45,8239174;;;
1417;0;2,3005261;-2,94;79,07;9,3461702;45,8239178;;;
1417,04;0;2,325017;-4,22;78,99;9,3461816;45,8239181;;;
1417,08;0;2,2891583;-5,62;78,99;9,346193;45,8239185;;;
1417,12;0;2,2925153;-5,98;79,12;9,3462045;45,8239188;;;
1417,16;0;2,3109787;-7,64;79,12;9,3462167;45,8239195;;;
1417,2;0;2,3291368;-5,92;78,69;9,346229;45,8239202;;;
1417,24;0;2,2874796;-4,54;78,69;9,3462415;45,823921;;;
1417,28;0;2,3270769;-4,84;78,98;9,346254;45,8239217;;;
1417,32;0;2,3651481;-6,7;78,98;9,3462659;45,8239223;;;
1417,36;0;2,3502705;-6,98;80,06;9,3462779;45,8239229;;;
1417,4;0;2,3826962;-8,74;80,06;9,3462898;45,8239235;;;
1417,44;0;2,3863583;-9,36;80,48;9,3463017;45,8239241;;;
1417,48;0;2,4509802;-8,86;80,48;9,3463139;45,823925;;;
1417,52;0;2,5003431;-7,84;80,37;9,346326;45,8239258;;;
1417,56;0;2,5407796;-6,08;80,37;9,3463379;45,8239269;;;
1417,6;0;2,525368;-6,46;80,38;9,3463498;45,823928;;;
1417,64;0;2,5413899;-6,36;80,38;9,3463614;45,8239294;;;
1417,68;0;2,5602348;-7,56;80,39;9,346373;45,8239307;;;
